Estado,23-01-2020,24-01-2020,25-01-2020,26-01-2020,27-01-2020,28-01-2020,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020,13-08-2020,14-08-2020,15-08-2020,16-08-2020,17-08-2020,18-08-2020,19-08-2020,20-08-2020,21-08-2020,22-08-2020,23-08-2020,24-08-2020,25-08-2020,26-08-2020,27-08-2020,28-08-2020,29-08-2020,30-08-2020,31-08-2020,01-09-2020,02-09-2020,03-09-2020,04-09-2020,05-09-2020,06-09-2020,07-09-2020,08-09-2020,09-09-2020,10-09-2020,11-09-2020,12-09-2020,13-09-2020,14-09-2020,15-09-2020,16-09-2020,17-09-2020,18-09-2020,19-09-2020,20-09-2020,21-09-2020,22-09-2020,23-09-2020,24-09-2020,25-09-2020,26-09-2020,27-09-2020,28-09-2020,29-09-2020,30-09-2020,01-10-2020,02-10-2020,03-10-2020,04-10-2020,05-10-2020,06-10-2020,07-10-2020,08-10-2020,09-10-2020,10-10-2020,11-10-2020,12-10-2020,13-10-2020,14-10-2020,15-10-2020,16-10-2020,17-10-2020,18-10-2020,19-10-2020,20-10-2020,21-10-2020,22-10-2020,23-10-2020,24-10-2020,25-10-2020,26-10-2020,27-10-2020,28-10-2020,29-10-2020,30-10-2020,31-10-2020,01-11-2020,02-11-2020,03-11-2020,04-11-2020,05-11-2020,06-11-2020,07-11-2020,08-11-2020,09-11-2020,10-11-2020,11-11-2020,12-11-2020,13-11-2020,14-11-2020,15-11-2020,16-11-2020,17-11-2020,18-11-2020,19-11-2020,20-11-2020,21-11-2020,22-11-2020,23-11-2020,24-11-2020,25-11-2020,26-11-2020,27-11-2020,28-11-2020,29-11-2020,30-11-2020,01-12-2020,02-12-2020,03-12-2020,04-12-2020,05-12-2020,06-12-2020,07-12-2020,08-12-2020,09-12-2020,10-12-2020,11-12-2020,12-12-2020,13-12-2020,14-12-2020,15-12-2020,16-12-2020,17-12-2020,18-12-2020,19-12-2020,20-12-2020,21-12-2020,22-12-2020,23-12-2020,24-12-2020,25-12-2020,26-12-2020,27-12-2020,28-12-2020,29-12-2020,30-12-2020,31-12-2020,01-01-2021,02-01-2021,03-01-2021,04-01-2021,05-01-2021,06-01-2021,07-01-2021,08-01-2021,09-01-2021,10-01-2021,11-01-2021,12-01-2021,13-01-2021,14-01-2021,15-01-2021,16-01-2021,17-01-2021,18-01-2021,19-01-2021,20-01-2021,21-01-2021,22-01-2021,23-01-2021,24-01-2021,25-01-2021,26-01-2021,27-01-2021,28-01-2021,29-01-2021,30-01-2021,31-01-2021,01-02-2021,02-02-2021,03-02-2021
Guanajuato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6,9,20,23,25,26,33,37,42,43,46,49,54,59,61,61,62,63,71,78,84,87,93,95,96,101,106,112,119,126,137,159,174,189,195,210,223,238,251,263,273,292,306,327,344,355,362,383,416,454,482,512,548,577,621,659,700,729,776,825,857,891,961,1015,1077,1147,1197,1259,1289,1374,1478,1592,1753,1863,1997,2122,2294,2461,2620,2824,2982,3144,3299,3484,3692,3836,4054,4252,4486,4655,4922,5175,5520,5885,6157,6387,6644,6995,7448,7738,8059,8359,8681,8987,9267,9579,9965,10379,10754,11259,11566,12005,12397,12824,13349,13718,14068,14427,15018,15428,15921,16471,16796,17222,17585,17988,18501,19028,19643,20016,20408,20767,21174,21853,22240,22637,23031,23382,23681,24076,24591,24895,25266,25572,25879,26128,26445,26823,27172,27668,27921,28176,28470,28812,29189,29498,29850,30255,30578,30997,31355,31748,32074,32513,32944,33216,33574,33994,34341,34725,35079,35513,35794,36095,36439,36813,37107,37426,37761,38057,38364,38640,38925,39179,39456,39703,39849,40014,40223,40495,40724,40942,41125,41282,41427,41671,41900,42109,42306,42515,42707,42938,43135,43375,43561,43838,44032,44235,44427,44665,44989,45218,45528,45749,45990,46299,46577,46876,47248,47680,48075,48374,48727,49079,49461,49927,50326,50629,50942,51248,51584,51958,52445,52824,53201,53594,53992,54460,54875,55308,55856,56419,56867,57294,57747,58263,58913,59484,60083,60674,61261,62150,62760,63351,64082,64720,65364,65904,66567,67273,67923,68801,69590,70116,70668,71340,72182,72786,73584,74176,74793,75471,76079,76704,77291,78013,78689,79196,79682,80244,80781,81345,81848,82274,82722,83305,83971,84568,85163,85847,86311,86805,87466,88712,89562,90390,91388,92334,93103,93906,94945,95959,97186,98138,99004,99787,100564,101404,102116,102827,103703,104324,105051,105608,106113,106672,107111,107615,107858,108053,108172,108222,108255,108286,108295,108296,108296
Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,5,6,6,9,10,12,14,16,19,22,23,26,27,28,31,32,33,35,39,44,48,53,61,71,77,85,90,102,108,119,127,135,149,153,165,172,180,194,209,233,249,267,290,327,362,382,406,435,472,511,564,597,642,689,728,763,800,855,915,985,1048,1117,1189,1279,1422,1533,1631,1782,1896,2015,2112,2214,2332,2424,2531,2657,2768,2882,2995,3104,3201,3351,3470,3579,3668,3781,3904,4006,4134,4269,4432,4539,4663,4771,4861,4988,5088,5192,5324,5458,5612,5715,5867,5989,6131,6365,6611,6848,7113,7328,7494,7740,7873,8034,8190,8303,8402,8488,8599,8747,8937,9068,9201,9327,9426,9598,9764,9908,10074,10253,10512,10650,10777,10903,11045,11229,11362,11550,11709,11849,11947,12077,12303,12481,12635,12743,12879,12979,13092,13251,13331,13449,13536,13626,13725,13817,13968,14049,14136,14258,14354,14505,14613,14697,14761,14870,15000,15116,15211,15366,15452,15571,15697,15882,16087,16245,16385,16545,16635,16784,16931,17094,17300,17413,17529,17634,17745,17910,18045,18200,18360,18511,18664,18806,18934,19035,19157,19312,19405,19494,19613,19759,19869,20054,20163,20258,20340,20447,20536,20619,20705,20812,20910,20980,21069,21147,21212,21293,21369,21433,21499,21561,21648,21692,21748,21804,21840,21889,21940,21976,22026,22081,22123,22172,22217,22265,22316,22360,22399,22456,22508,22553,22602,22658,22695,22737,22783,22835,22886,22925,22986,23048,23099,23182,23266,23318,23354,23411,23487,23530,23598,23654,23692,23766,23842,23912,23987,24066,24135,24189,24272,24346,24430,24548,24631,24715,24815,24933,25011,25088,25144,25221,25289,25376,25449,25536,25625,25718,25824,25915,26014,26141,26230,26338,26512,26693,26839,26969,27155,27350,27589,27803,28046,28253,28502,28728,28918,29125,29350,29538,29741,29977,30223,30411,30619,30715,30848,30952,31067,31142,31190,31233,31259,31276,31286,31295,31296,31297,31297
Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,5,5,6,8,9,13,14,14,20,23,26,28,32,33,37,44,48,49,49,53,54,59,64,66,71,74,81,89,97,108,112,120,134,144,166,183,213,237,254,280,306,328,358,391,421,450,480,519,546,578,619,648,681,711,769,817,882,943,988,1048,1118,1186,1234,1290,1376,1459,1530,1583,1663,1744,1795,1905,1967,2022,2076,2141,2208,2264,2344,2413,2476,2540,2624,2698,2764,2835,2905,3001,3065,3116,3179,3229,3321,3378,3441,3524,3586,3686,3738,3804,3882,3950,4035,4103,4173,4237,4294,4374,4468,4534,4619,4678,4740,4833,4915,4986,5079,5185,5272,5353,5463,5554,5676,5797,5939,6043,6159,6326,6424,6526,6632,6751,6877,6973,7105,7227,7342,7445,7573,7729,7843,7986,8060,8189,8301,8406,8544,8659,8810,8892,8980,9073,9204,9327,9425,9568,9706,9823,9984,10084,10173,10269,10369,10468,10549,10631,10744,10818,10911,11005,11090,11160,11234,11307,11374,11443,11522,11594,11677,11765,11828,11893,11958,12038,12109,12172,12244,12337,12425,12503,12586,12648,12699,12760,12860,12914,12967,13039,13095,13170,13258,13334,13407,13484,13568,13632,13698,13760,13854,13966,14068,14140,14212,14300,14408,14493,14559,14663,14785,14909,14990,15083,15176,15269,15376,15470,15561,15666,15745,15840,15957,16080,16165,16258,16345,16448,16555,16666,16781,16933,17077,17172,17275,17379,17473,17583,17720,17822,17931,18050,18217,18348,18473,18600,18735,18886,19018,19137,19295,19422,19619,19833,19994,20145,20309,20491,20637,20826,21001,21167,21385,21552,21758,21935,22118,22293,22446,22591,22771,22944,23129,23265,23416,23573,23739,23935,24125,24313,24571,24759,24947,25215,25519,25788,26046,26390,26655,26890,27118,27357,27578,27883,28119,28325,28506,28722,28956,29166,29335,29572,29754,29980,30137,30340,30484,30629,30760,30833,30892,30932,30953,30970,30980,30982,30983,30983
Jalisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,5,6,9,12,16,21,29,37,45,48,54,66,72,72,80,90,96,102,106,110,112,120,122,126,134,139,142,151,159,164,167,173,183,192,198,207,212,218,228,241,248,261,273,282,294,314,334,351,374,394,410,428,449,467,486,517,543,579,607,656,691,716,746,766,804,847,896,934,982,1032,1080,1114,1182,1255,1335,1407,1486,1572,1662,1794,1970,2106,2243,2402,2577,2738,2883,3184,3378,3542,3708,3908,4092,4322,4565,4771,4986,5189,5367,5527,5708,5941,6133,6331,6514,6686,6927,7094,7284,7442,7620,7788,8013,8170,8356,8568,8794,9048,9246,9465,9681,9895,10154,10350,10528,10743,11002,11232,11456,11741,11984,12245,12479,12726,12984,13194,13502,13682,13869,14061,14288,14472,14705,14952,15136,15306,15474,15668,15915,16107,16354,16549,16785,16971,17172,17380,17571,17863,18080,18282,18443,18644,18841,19049,19307,19496,19682,19902,20121,20329,20512,20800,21016,21211,21417,21635,21827,22024,22278,22553,22764,22985,23203,23441,23633,23881,24084,24280,24534,24716,24896,25083,25310,25519,25712,25945,26169,26397,26684,26960,27185,27418,27636,27890,28104,28308,28568,28791,29003,29240,29480,29663,29866,30154,30357,30569,30801,31021,31353,31551,31828,32085,32316,32593,32842,33108,33368,33638,33904,34098,34316,34507,34739,34998,35269,35527,35745,35937,36188,36412,36678,36919,37118,37305,37531,37735,37950,38196,38460,38760,39001,39223,39487,39731,40024,40290,40563,40849,41125,41477,41715,42026,42385,42676,42986,43260,43588,43903,44226,44600,44971,45247,45543,45808,46129,46449,46742,47022,47358,47736,48031,48355,48660,49014,49393,49684,49928,50256,50597,51002,51357,51666,52003,52361,52716,53087,53530,54045,54410,54784,55299,56047,56654,57345,58106,58735,59387,60062,60779,61433,62178,62862,63418,64001,64543,65193,65751,66284,66918,67381,67897,68283,68765,69215,69549,69954,70187,70341,70463,70546,70597,70623,70632,70634,70634
Michoacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9,10,12,16,16,17,17,21,25,27,31,33,36,37,38,41,42,53,56,58,61,67,72,87,95,102,117,124,136,155,164,181,198,221,238,253,295,311,334,360,389,412,448,472,494,513,544,592,620,678,726,778,817,865,928,970,1047,1117,1180,1243,1326,1433,1501,1557,1643,1707,1811,1886,1983,2046,2147,2295,2400,2505,2645,2759,2861,2969,3156,3289,3440,3584,3720,3891,4030,4189,4339,4521,4653,4841,4971,5130,5338,5483,5619,5758,5914,6091,6188,6316,6434,6528,6658,6776,6855,6965,7075,7182,7353,7469,7582,7673,7782,7895,8009,8083,8173,8352,8460,8600,8718,8828,8970,9090,9246,9407,9571,9802,9935,10077,10209,10373,10568,10732,10961,11127,11261,11408,11569,11839,12015,12211,12343,12512,12662,12850,13026,13183,13461,13613,13772,13940,14153,14381,14559,14772,14970,15139,15431,15580,15789,15974,16171,16396,16551,16730,16959,17133,17338,17551,17877,18056,18240,18398,18611,18794,18993,19171,19313,19534,19670,19801,19943,20109,20281,20399,20552,20717,20874,21095,21284,21396,21525,21646,21809,21952,22072,22239,22350,22467,22640,22763,22871,22976,23120,23241,23347,23470,23593,23771,23910,24060,24160,24285,24433,24563,24660,24779,24918,25081,25196,25289,25405,25505,25625,25730,25837,25943,26022,26106,26212,26367,26493,26613,26731,26842,26952,27044,27145,27269,27425,27511,27589,27670,27772,27903,28019,28132,28237,28361,28517,28630,28746,28878,28995,29144,29270,29387,29536,29661,29845,30037,30181,30291,30428,30555,30673,30847,30983,31111,31324,31461,31633,31814,31985,32195,32324,32467,32655,32801,33006,33151,33299,33461,33671,33891,34110,34321,34553,34679,34856,35050,35451,35699,35915,36127,36339,36570,36778,37037,37227,37580,37853,38046,38213,38385,38664,38879,39050,39279,39460,39680,39811,39952,40057,40172,40282,40352,40394,40421,40442,40455,40468,40476,40479,40479
Morelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,4,5,7,9,11,14,15,15,17,18,20,21,25,28,36,40,45,50,57,59,61,68,70,86,92,101,117,125,137,150,169,206,228,267,288,325,353,408,450,485,524,564,615,657,705,740,777,823,866,908,948,1018,1064,1115,1157,1194,1226,1248,1294,1353,1403,1454,1503,1560,1601,1656,1709,1759,1813,1847,1882,1925,1985,2038,2107,2173,2196,2223,2269,2336,2381,2438,2500,2532,2574,2620,2671,2724,2763,2809,2843,2871,2901,2946,2991,3013,3047,3068,3082,3111,3145,3179,3205,3237,3251,3282,3313,3337,3355,3380,3421,3465,3489,3529,3565,3594,3634,3668,3694,3726,3750,3786,3814,3849,3887,3911,3931,3965,3997,4042,4080,4124,4156,4187,4213,4251,4295,4337,4371,4403,4440,4479,4506,4533,4583,4621,4653,4681,4709,4744,4770,4816,4845,4866,4899,4935,4965,4996,5022,5057,5096,5121,5149,5169,5195,5221,5259,5283,5301,5321,5338,5364,5399,5425,5449,5463,5483,5502,5522,5544,5555,5571,5604,5618,5635,5655,5686,5710,5729,5746,5766,5780,5804,5833,5873,5900,5938,5962,5983,6004,6048,6085,6111,6134,6152,6173,6203,6234,6260,6289,6316,6347,6358,6378,6415,6448,6470,6497,6517,6536,6555,6586,6613,6632,6662,6683,6694,6713,6751,6799,6829,6851,6888,6917,6947,6976,7026,7070,7114,7139,7159,7180,7213,7257,7298,7339,7376,7410,7437,7474,7521,7562,7618,7669,7710,7761,7825,7889,7956,8006,8052,8089,8137,8202,8268,8348,8408,8463,8509,8549,8627,8704,8806,8888,8970,9034,9098,9238,9373,9461,9576,9704,9819,9968,10110,10378,10556,10714,10924,11326,11599,11834,12050,12505,12767,12937,13311,13474,13889,14199,14403,14753,15093,15487,15827,16010,16270,16469,17098,17487,17925,18220,18310,18838,18931,18965,19008,19180,19181,19182,19182,19182,19182
México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,7,10,11,16,17,25,27,29,32,41,46,57,72,78,88,98,114,127,146,170,198,222,256,295,322,351,400,436,494,529,572,625,664,745,801,883,959,1075,1172,1275,1412,1530,1689,1850,2032,2210,2379,2608,2814,2994,3183,3368,3580,3801,4014,4253,4446,4685,4995,5220,5435,5669,5932,6178,6474,6813,7121,7511,7877,8180,8480,8769,9226,9540,9872,10310,10721,11209,11524,11992,12406,12825,13459,13952,14406,14901,15454,15935,16408,17211,17730,18203,18762,19379,20012,20541,21152,21637,22301,22718,23163,23580,24006,24634,25121,25481,25954,26380,26967,27310,27767,28172,28585,29015,29486,29820,30316,30832,31320,31957,32393,32843,33199,33603,34050,34442,34794,35140,35787,36116,36516,36971,37427,37978,38441,38912,39380,39773,40380,40747,41141,41461,41829,42242,42613,43158,43531,43854,44208,44640,45259,45616,46049,46383,46741,47033,47381,47785,48121,48666,49019,49314,49616,49961,50288,50674,51022,51383,51657,52123,52430,52668,52953,53365,53704,54000,54293,54703,54977,55280,55654,56049,56379,56649,57000,57393,57729,58068,58388,58650,59035,59328,59587,59831,60152,60483,60733,61001,61344,61680,62149,62497,62774,63048,63307,63645,63882,64139,64438,64648,64913,65211,65404,65587,65726,65935,66105,66293,66492,66684,66914,67065,67313,67512,67709,67965,68138,68344,68534,68795,69050,69207,69380,69564,69738,69953,70227,70427,70635,70829,71040,71201,71469,71734,71947,72185,72387,72592,72778,72997,73270,73571,73858,74122,74391,74606,74862,75183,75511,75841,76101,76517,76776,77074,77464,77781,78122,78448,78792,79113,79430,79943,80555,81001,81474,81909,82382,82793,83415,83944,84484,85034,85543,86022,86464,87101,87696,88188,88691,89293,89773,90371,91040,91586,92099,92723,93266,93845,94457,95258,95823,96405,97025,97907,98494,99203,100177,100970,101745,102446,103182,103844,104647,105646,106420,107194,108012,108874,109534,110127,111134,111962,112810,113430,114042,114512,114946,115510,115877,116193,116449,116596,116673,116717,116743,116830,116830
Nayarit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,4,4,4,6,6,6,8,9,9,9,12,14,17,19,21,25,26,27,29,31,34,35,36,39,43,45,48,57,60,62,64,66,70,77,90,98,109,117,124,139,158,179,198,207,225,230,243,252,266,283,304,317,334,344,359,380,401,420,441,465,481,496,512,536,566,602,630,648,677,701,729,772,807,836,862,892,921,958,985,1026,1066,1106,1142,1180,1217,1258,1314,1363,1399,1435,1490,1534,1581,1634,1688,1730,1766,1814,1868,1921,1974,2033,2085,2128,2184,2241,2304,2361,2408,2481,2525,2585,2644,2702,2748,2800,2885,2926,2982,3052,3138,3226,3275,3325,3376,3429,3484,3541,3595,3653,3696,3742,3787,3852,3903,3960,4022,4055,4110,4160,4236,4300,4360,4406,4453,4500,4562,4603,4634,4673,4719,4760,4816,4858,4922,4973,5011,5037,5063,5101,5141,5195,5227,5259,5298,5328,5353,5389,5429,5467,5507,5527,5555,5592,5629,5655,5676,5723,5761,5787,5818,5843,5881,5912,5952,5977,5999,6022,6054,6084,6110,6133,6161,6185,6211,6234,6257,6279,6312,6331,6350,6375,6401,6429,6461,6490,6514,6527,6544,6569,6593,6622,6641,6650,6662,6676,6692,6708,6724,6745,6759,6772,6788,6805,6822,6850,6862,6878,6899,6913,6931,6942,6959,6979,6986,7001,7012,7023,7038,7052,7069,7079,7094,7107,7132,7156,7167,7186,7209,7232,7246,7272,7288,7306,7323,7353,7367,7378,7402,7430,7440,7467,7486,7507,7527,7553,7573,7589,7608,7631,7642,7663,7684,7701,7724,7748,7775,7798,7825,7865,7900,7937,7973,8004,8034,8071,8153,8221,8290,8355,8426,8486,8553,8633,8735,8835,8913,8980,9041,9128,9216,9297,9378,9483,9552,9637,9708,9784,9850,9896,9952,9980,9999,10012,10021,10024,10025,10025,10026,10026
Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,6,6,15,17,22,24,30,38,45,48,56,62,67,72,75,79,81,82,85,88,90,91,93,99,105,111,122,130,132,140,150,163,175,190,215,230,240,251,259,267,275,282,290,301,313,321,336,348,360,381,403,438,452,468,491,530,547,564,595,673,696,727,772,805,846,893,941,1001,1035,1090,1119,1153,1206,1264,1311,1348,1405,1473,1527,1619,1698,1761,1811,1871,1933,1994,2128,2219,2330,2466,2645,2786,2907,3178,3369,3621,3832,4085,4303,4475,4756,4983,5195,5447,5659,5968,6229,6551,6833,7096,7407,7750,8055,8417,8839,9205,9701,10084,10547,10949,11389,11920,12386,12799,13198,13790,14241,14690,15270,15711,16225,16656,17090,17465,17920,18557,18936,19298,19575,19846,20140,20407,20735,21008,21236,21486,21782,22196,22465,22908,23218,23514,23814,24136,24488,24749,25182,25478,25782,26077,26390,26754,27071,27440,27818,28136,28611,29003,29362,29746,30219,30622,30972,31311,31713,32028,32386,32773,33245,33609,33902,34290,34646,34979,35362,35657,35937,36279,36589,36855,37193,37526,37908,38249,38593,39015,39470,39945,40365,40751,41096,41456,41836,42255,42629,43067,43386,43687,44191,44618,45029,45420,45969,46426,46906,47308,47772,48500,48980,49520,49947,50341,50798,51236,51642,52067,52584,53122,53449,53804,54185,54564,54965,55413,55857,56226,56563,57041,57416,58109,58748,59320,59820,60379,60978,61552,62022,62658,63309,63856,64261,64689,65099,65569,66056,66495,66926,67285,67897,68301,68672,69187,69552,69937,70246,70607,71010,71329,71755,72212,72548,72899,73298,73781,74241,74891,75374,75884,76417,76910,77450,77938,78505,79027,79426,79855,80345,80774,81389,81936,82378,82802,83309,83850,84440,85114,85955,86546,87109,87776,88899,89725,90627,91737,92566,93259,94037,94772,95378,96297,97232,97957,98647,99347,100174,100930,101693,102731,103432,104161,104727,105357,105920,106455,107011,107479,107777,108047,108166,108254,108318,108361,108377,108377
Oaxaca,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,6,6,6,7,7,7,9,13,14,15,19,20,21,24,27,31,33,37,38,39,40,45,47,51,56,57,58,63,70,72,76,78,90,99,104,111,117,125,135,144,152,166,178,187,202,215,231,246,277,298,323,343,370,414,436,475,517,557,634,711,793,853,915,1002,1080,1129,1266,1344,1457,1528,1628,1720,1812,1971,2072,2145,2262,2388,2502,2592,2801,2941,3113,3308,3506,3643,3794,4001,4122,4287,4429,4591,4757,4906,5075,5215,5363,5524,5661,5867,6024,6220,6360,6505,6665,6782,6927,7135,7353,7550,7772,7940,8109,8325,8503,8699,8862,8989,9092,9320,9458,9582,9749,9891,10032,10171,10310,10500,10609,10786,10935,11033,11156,11299,11456,11578,11707,11802,11936,12019,12110,12316,12425,12531,12614,12695,12777,12866,13017,13144,13294,13356,13446,13542,13649,13735,13814,13933,14018,14104,14213,14306,14414,14507,14606,14690,14745,14830,14949,15026,15094,15200,15336,15404,15547,15616,15729,15824,15974,16067,16158,16350,16461,16602,16711,16829,16959,17023,17117,17266,17376,17546,17673,17752,17831,17935,18089,18200,18297,18436,18529,18645,18776,18910,19026,19180,19339,19424,19528,19624,19738,19920,20023,20198,20277,20347,20436,20536,20672,20766,20844,20946,21031,21142,21250,21352,21472,21561,21628,21701,21749,21818,21907,22017,22120,22211,22302,22401,22501,22636,22749,22846,22951,23029,23090,23166,23248,23398,23515,23633,23710,23808,23921,23986,24047,24162,24257,24345,24436,24581,24694,24792,24934,25065,25181,25331,25450,25572,25696,25829,25938,26098,26265,26378,26506,26652,26799,26955,27125,27317,27588,27755,27983,28100,28243,28354,28617,28921,29089,29287,29463,29657,29839,30064,30363,30672,30966,31279,31549,31799,32103,32352,32648,32904,33115,33310,33430,33624,33896,34106,34302,34484,34616,34719,34802,34904,34989,35062,35164,35220,35261,35277,35288,35297,35302,35307,35307,35307
Puebla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,9,12,14,17,22,26,30,42,49,56,59,70,80,91,106,113,118,125,142,169,197,216,225,242,268,288,302,314,333,341,352,367,388,412,432,472,489,515,539,576,615,648,697,740,766,803,856,900,946,1007,1040,1080,1120,1184,1227,1268,1341,1404,1477,1552,1640,1728,1826,1948,2079,2197,2313,2446,2534,2657,2825,2949,3141,3261,3429,3582,3704,3888,4036,4179,4383,4538,4704,4849,5208,5397,5590,5793,6048,6284,6486,6791,7036,7492,7779,8128,8401,8673,9199,9561,9848,10256,10692,11170,11417,11791,12092,12356,12743,13075,13341,13633,13951,14273,14741,15059,15327,15612,15983,16323,16658,16926,17223,17710,18027,18324,18696,18993,19409,19727,20119,20472,20746,21207,21490,21756,22084,22367,22714,22946,23268,23541,23737,23977,24194,24572,24771,25041,25268,25508,25713,25942,26159,26308,26628,26819,27011,27194,27371,27596,27737,27990,28209,28381,28677,28831,28984,29102,29273,29468,29643,29810,29993,30131,30253,30384,30611,30753,30895,31030,31164,31274,31418,31569,31700,31851,31964,32058,32166,32318,32465,32561,32672,32830,32949,33098,33257,33356,33446,33552,33692,33792,33874,34015,34116,34203,34379,34497,34586,34667,34827,34932,35051,35186,35302,35465,35568,35704,35846,35964,36141,36266,36379,36483,36617,36801,36912,37045,37159,37277,37397,37548,37700,37849,37963,38071,38147,38286,38441,38564,38707,38835,38956,39094,39226,39379,39605,39726,39862,40003,40149,40311,40474,40644,40807,40985,41224,41379,41516,41714,41900,42162,42375,42574,42793,42965,43258,43603,43867,44079,44297,44547,44752,45048,45328,45590,45902,46177,46449,46654,47013,47379,47642,47925,48237,48592,48955,49269,49590,49908,50265,50620,50982,51303,51780,52103,52465,52952,53497,53963,54404,55024,55602,56125,56580,57064,57512,58068,58534,58971,59370,59808,60350,60769,61122,61564,61907,62347,62640,62947,63264,63520,63776,63933,64064,64143,64221,64293,64313,64340,64352,64352
